PUBID,wage,numChildren,age,educ,experience,tenure,marstat,fullTime,y2009
3943,12.5,0,24,2.High school,12.64516129,2.384615385,No romantic union,TRUE,0
3952,12.75,1,24,2.High school,13.22580645,4.865384615,No romantic union,TRUE,0
3952,16,2,29,2.High school,20.93548387,2.442307692,Cohabiting,TRUE,1
3964,9,0,21,2.High school,5.677419355,0.423076923,No romantic union,FALSE,0
3966,9.5,0,22,2.High school,7.870967742,1.865384615,Married,TRUE,0
3966,24.23,0,27,3.Some college,15.48387097,3.923076923,Married,TRUE,1
3971,8.5,0,21,3.Some college,11.58064516,0.615384615,Married,FALSE,0
3971,10.82,2,26,3.Some college,19.22580645,5.173076923,Cohabiting,TRUE,1
3973,10,0,22,2.High school,9.516129032,5.384615385,No romantic union,TRUE,0
3973,22.5,1,27,4.College,17.80645161,10.32692308,No romantic union,TRUE,1
3976,16,0,21,2.High school,11.70967742,4.423076923,No romantic union,TRUE,0
3976,27,0,26,4.College,19.48387097,9.019230769,No romantic union,TRUE,1
3982,9.68,0,23,2.High school,12.06451613,0.711538462,No romantic union,TRUE,0
3982,10.15,0,28,4.College,17.90322581,1.75,Married,TRUE,1
4000,12.36,0,24,4.College,13.74193548,1.288461538,Cohabiting,TRUE,0
4000,20,0,28,4.College,22.03225806,6.230769231,Married,TRUE,1
4012,8.75,0,22,2.High school,10.61290323,1.865384615,No romantic union,FALSE,0
4012,12.02,1,27,4.College,18.19354839,1.634615385,No romantic union,TRUE,1
4015,8,0,20,2.High school,3.290322581,1.173076923,Married,FALSE,0
4024,7,0,22,2.High school,2.516129032,0.480769231,No romantic union,FALSE,0
4024,18.27,0,26,4.College,9.064516129,1.192307692,No romantic union,TRUE,1
4032,7,0,24,3.Some college,17.93548387,1.884615385,No romantic union,FALSE,0
4032,7,0,29,3.Some college,25.74193548,1.423076923,Cohabiting,FALSE,1
4035,18,1,28,2.High school,6.258064516,1.076923077,Cohabiting,TRUE,1
4042,7,0,24,2.High school,14.12903226,0.557692308,Married,FALSE,0
4042,8,2,29,2.High school,20.80645161,0.557692308,Married,FALSE,1
4046,7.25,1,28,2.High school,NA,0.403846154,No romantic union,FALSE,1
4047,6.5,0,20,2.High school,NA,0.307692308,No romantic union,FALSE,0
4047,10,1,24,2.High school,NA,0.057692308,No romantic union,TRUE,1
4053,9,0,28,4.College,10.96774194,0.634615385,Married,TRUE,1
4055,6.5,0,22,2.High school,7.032258065,1.615384615,No romantic union,TRUE,0
4055,7.75,1,27,2.High school,13.41935484,1.961538462,No romantic union,FALSE,1
4058,10.5,0,22,2.High school,10.12903226,5.980769231,No romantic union,TRUE,0
4058,9,0,26,2.High school,17.58064516,0.596153846,Cohabiting,FALSE,1
4062,6.75,0,23,2.High school,12.90322581,0.903846154,No romantic union,FALSE,0
4062,18,0,28,4.College,21.19354839,1.480769231,No romantic union,TRUE,1
4076,8.5,0,20,2.High school,3.225806452,2.288461538,No romantic union,TRUE,0
4076,8.5,0,25,2.High school,10.77419355,2.634615385,Cohabiting,FALSE,1
4081,7,0,22,2.High school,1.032258065,0.173076923,No romantic union,FALSE,0
4081,25,0,27,4.College,7.35483871,1.826923077,Cohabiting,TRUE,1
4083,7,1,22,3.Some college,9.516129032,1.519230769,No romantic union,TRUE,0
4091,8,1,21,2.High school,4.451612903,0.884615385,Married,TRUE,0
4091,12,2,26,2.High school,12.61290323,2.596153846,Married,TRUE,1
4094,7,0,22,2.High school,5.387096774,0.865384615,Cohabiting,TRUE,0
4094,13.68,1,27,2.High school,13.67741935,1.519230769,Cohabiting,TRUE,1
4116,9.25,0,23,2.High school,11.51612903,3.461538462,Married,TRUE,0
4116,11.36,1,27,2.High school,19.06451613,0.519230769,Married,TRUE,1
4136,13.5,0,23,4.College,9.451612903,1.057692308,No romantic union,FALSE,0
4136,54.95,0,28,4.College,15.58064516,2.442307692,Cohabiting,TRUE,1
4140,8.5,0,21,2.High school,6.838709677,0.461538462,Married,TRUE,0
4140,10,0,26,2.High school,15,5.326923077,Married,TRUE,1
4141,2.13,0,23,2.High school,8.225806452,1.730769231,No romantic union,FALSE,0
4141,12,0,28,2.High school,14.70967742,1.096153846,Married,TRUE,1
4143,7,0,22,2.High school,4.806451613,0.288461538,No romantic union,FALSE,0
4143,14.8,0,27,4.College,12.64516129,1.807692308,Married,TRUE,1
4145,6.75,0,20,2.High school,2.64516129,0.384615385,No romantic union,FALSE,0
4145,15.83,0,25,4.College,10.80645161,2.538461538,No romantic union,TRUE,1
4147,9.29,0,23,2.High school,6.64516129,1.384615385,No romantic union,TRUE,0
4147,14.42,0,28,2.High school,12.48387097,0.884615385,Cohabiting,TRUE,1
4163,13.08,1,24,2.High school,13.87096774,1.057692308,Married,FALSE,0
4163,10.5,1,29,4.College,20.87096774,3.788461538,Married,FALSE,1
4167,5.83,3,21,1.Less than HS,1.806451613,0.807692308,Cohabiting,FALSE,0
4167,7.25,3,26,1.Less than HS,NA,4.826923077,Cohabiting,FALSE,1
4174,7.3,1,23,2.High school,6.935483871,1.403846154,No romantic union,FALSE,0
4174,7.25,2,28,2.High school,13.90322581,1.384615385,No romantic union,FALSE,1
4175,6.52,0,21,2.High school,4.419354839,1.980769231,No romantic union,TRUE,0
4175,7.25,1,26,2.High school,10.64516129,0.25,Cohabiting,FALSE,1
4177,5.15,2,22,2.High school,5.322580645,0.326923077,No romantic union,FALSE,0
4177,7.14,3,27,2.High school,11.12903226,1.865384615,Cohabiting,TRUE,1
4183,6.25,1,22,1.Less than HS,5.35483871,0.211538462,Cohabiting,TRUE,0
4183,10,3,26,1.Less than HS,12.74193548,0.846153846,No romantic union,FALSE,1
4185,6,1,25,2.High school,7.032258065,0.365384615,No romantic union,FALSE,0
4185,7.5,2,29,3.Some college,11.77419355,1.038461538,Cohabiting,TRUE,1
4191,35,0,27,2.High school,13.09677419,0.096153846,No romantic union,FALSE,1
4203,16.92,1,23,4.College,6.548387097,0.269230769,Married,TRUE,0
4203,24.04,3,28,4.College,14.38709677,4.076923077,Married,TRUE,1
4210,14.5,0,24,4.College,3.290322581,0.423076923,No romantic union,TRUE,0
4210,14,0,29,4.College,11.06451613,2.634615385,Cohabiting,FALSE,1
4213,9.42,0,22,4.College,5.258064516,0.192307692,No romantic union,TRUE,0
4213,12,0,27,4.College,NA,0.076923077,No romantic union,TRUE,1
4216,10.25,0,23,2.High school,10.58064516,3.403846154,Cohabiting,FALSE,0
4216,11.25,0,28,2.High school,18.38709677,3.211538462,Married,TRUE,1
4227,6.5,2,20,1.Less than HS,0.774193548,0.134615385,No romantic union,TRUE,0
4227,9.75,2,24,1.Less than HS,5.064516129,1.461538462,No romantic union,FALSE,1
4229,5.5,0,20,2.High school,4.64516129,0.519230769,No romantic union,FALSE,0
4229,12.75,0,25,2.High school,12.5483871,3.384615385,No romantic union,FALSE,1
4235,19.5,1,28,4.College,NA,0.153846154,No romantic union,TRUE,1
4238,5.15,0,21,2.High school,9.838709677,3.115384615,No romantic union,FALSE,0
4238,19.71,0,26,4.College,17.77419355,2.365384615,No romantic union,TRUE,1
4254,14.05,0,22,3.Some college,8.322580645,1.576923077,No romantic union,TRUE,0
4254,16.61,1,27,3.Some college,15.80645161,3.788461538,Married,TRUE,1
4262,2.13,2,23,2.High school,1.548387097,0.538461538,Married,TRUE,0
4281,8,0,21,2.High school,8.387096774,2.365384615,No romantic union,TRUE,0
4281,24.75,0,26,4.College,14.64516129,1.961538462,No romantic union,TRUE,1
4282,18,0,25,4.College,10.38709677,2.5,Married,TRUE,1
4290,9,1,24,2.High school,10.29032258,2.346153846,No romantic union,TRUE,0
4290,13.52,3,29,2.High school,18.22580645,2.942307692,Married,FALSE,1
4293,20,0,24,4.College,8,2.634615385,No romantic union,FALSE,0
4293,2.15,0,28,4.College,15.74193548,0.038461538,No romantic union,FALSE,1
4298,5.5,1,22,2.High school,4.64516129,0.711538462,Cohabiting,FALSE,0
4301,16.25,0,23,4.College,NA,NA,No romantic union,TRUE,0
4303,6.59,1,24,1.Less than HS,1.516129032,0.365384615,Married,FALSE,0
4303,8,2,29,1.Less than HS,7.967741935,3.480769231,Married,FALSE,1
4314,5.15,0,22,3.Some college,5.709677419,0.596153846,No romantic union,FALSE,0
4314,20.2,0,27,4.College,13.67741935,2.192307692,Cohabiting,FALSE,1
4335,10,0,24,2.High school,8.64516129,0.096153846,Married,FALSE,0
4335,14,0,29,2.High school,16.77419355,3.615384615,No romantic union,TRUE,1
4338,2.13,1,21,2.High school,4.870967742,0.692307692,Married,FALSE,0
4338,9.77,2,25,2.High school,5.967741935,0.653846154,Married,TRUE,1
4345,8,2,23,2.High school,6.322580645,0.538461538,Married,FALSE,0
4345,12.07,2,28,2.High school,12.74193548,0.192307692,No romantic union,TRUE,1
4348,8.5,2,23,2.High school,10.48387097,0.826923077,Cohabiting,TRUE,0
4365,7,0,20,2.High school,4.225806452,0.346153846,No romantic union,FALSE,0
4365,19.86,0,25,4.College,11.70967742,2.019230769,No romantic union,TRUE,1
4366,9.94,1,23,2.High school,7.709677419,0.384615385,No romantic union,TRUE,0
4366,10.64,2,28,2.High school,15.38709677,1.557692308,Cohabiting,FALSE,1
4367,8,0,20,2.High school,6.387096774,0.403846154,Cohabiting,TRUE,0
4367,25.23,0,25,3.Some college,14.5483871,3.711538462,Married,TRUE,1
4370,5.15,0,23,3.Some college,8.967741935,0.461538462,Married,FALSE,0
4370,12.5,0,28,4.College,16.4516129,1.5,No romantic union,TRUE,1
4371,9,3,27,3.Some college,5,0.903846154,Cohabiting,FALSE,1
4372,20.67,0,26,4.College,16.5483871,6.673076923,Married,TRUE,1
4375,7.95,0,21,2.High school,5.741935484,0.653846154,No romantic union,FALSE,0
4375,22.54,0,26,4.College,13.51612903,2.403846154,No romantic union,TRUE,1
4376,4.75,0,20,2.High school,4.193548387,0.192307692,No romantic union,FALSE,0
4376,12,0,24,4.College,11.51612903,2.826923077,Married,TRUE,1
4380,6,0,23,4.College,4.451612903,0.326923077,Cohabiting,TRUE,0
4380,15.5,0,28,4.College,12.25806452,1.365384615,Cohabiting,TRUE,1
4388,6.58,0,22,2.High school,8.387096774,0.403846154,No romantic union,TRUE,0
4388,9.01,0,27,2.High school,16.5483871,5.269230769,No romantic union,TRUE,1
4391,13.25,0,26,2.High school,15.12903226,4.769230769,Married,FALSE,1
4399,2.13,0,22,2.High school,2.451612903,0.25,No romantic union,FALSE,0
4399,18.23,0,27,2.High school,10.51612903,1.442307692,Cohabiting,TRUE,1
4427,11.67,0,24,4.College,5.129032258,0.961538462,No romantic union,TRUE,0
4427,18.5,0,28,4.College,11.70967742,2.173076923,Cohabiting,TRUE,1
4429,11.6,0,22,2.High school,8.677419355,0.730769231,Cohabiting,TRUE,0
4429,9.5,1,27,2.High school,16.35483871,0.596153846,No romantic union,TRUE,1
4431,13.89,0,22,1.Less than HS,6.64516129,0.057692308,No romantic union,TRUE,0
4434,2.13,0,21,2.High school,7.967741935,0.038461538,No romantic union,FALSE,0
4434,12.15,2,26,2.High school,14.77419355,1.115384615,Married,TRUE,1
4435,12.65,0,20,2.High school,6.064516129,0.75,No romantic union,TRUE,0
4435,4.75,0,25,2.High school,13.29032258,1.942307692,Cohabiting,TRUE,1
4438,8.76,1,26,2.High school,15.19354839,2.730769231,No romantic union,FALSE,1
4439,18.75,0,24,4.College,13.29032258,1.019230769,No romantic union,TRUE,0
4439,29.72,0,29,4.College,21.41935484,2.173076923,Married,TRUE,1
4447,8.54,0,21,2.High school,1.677419355,0.519230769,No romantic union,FALSE,0
4447,8.97,0,26,4.College,9.548387097,4.057692308,No romantic union,TRUE,1
4467,6.75,1,23,2.High school,7.032258065,0.153846154,Married,FALSE,0
4474,10,0,24,2.High school,8.516129032,0.25,Cohabiting,TRUE,0
4474,21.63,0,29,2.High school,16.12903226,2.884615385,Married,TRUE,1
4476,9.65,0,22,4.College,NA,0.653846154,Cohabiting,FALSE,0
4476,17.37,1,27,4.College,NA,2.326923077,Married,TRUE,1
4487,7.75,1,21,2.High school,5.709677419,3.403846154,No romantic union,FALSE,0
4487,11.25,1,26,2.High school,13.35483871,7.961538462,No romantic union,TRUE,1
4490,6.25,0,21,2.High school,5.419354839,2.807692308,No romantic union,TRUE,0
4490,9,0,26,2.High school,13.48387097,7.615384615,No romantic union,TRUE,1
4493,8,1,24,2.High school,10.22580645,0.711538462,Married,TRUE,0
4493,12,2,29,2.High school,18.4516129,0.980769231,Married,TRUE,1
4495,8.5,0,22,2.High school,9.64516129,0.692307692,NA,TRUE,0
4495,12.44,0,27,2.High school,17.4516129,4.230769231,Married,TRUE,1
4499,0.01,2,25,NA,7.709677419,2.153846154,No romantic union,TRUE,1
4510,10,1,21,2.High school,6.580645161,3.538461538,No romantic union,TRUE,0
4510,10.34,0,26,2.High school,NA,0.076923077,Married,TRUE,1
4517,8.92,0,21,2.High school,9.64516129,0.442307692,No romantic union,TRUE,0
4517,26.5,0,26,3.Some college,17.80645161,5.307692308,No romantic union,TRUE,1
4521,7,0,22,2.High school,5.967741935,0.019230769,No romantic union,FALSE,0
4521,17.5,0,26,4.College,13.83870968,3.230769231,Cohabiting,TRUE,1
4524,9.39,2,21,2.High school,8.451612903,1.173076923,Married,TRUE,0
4524,14.53,2,26,4.College,15.83870968,2.5,Married,TRUE,1
4529,9,0,27,2.High school,15.32258065,0.557692308,Cohabiting,TRUE,1
4532,10,0,20,2.High school,4.161290323,1.211538462,No romantic union,FALSE,0
4536,2.13,0,22,2.High school,9.677419355,2.173076923,No romantic union,FALSE,0
4536,18,0,27,4.College,15.5483871,1.211538462,No romantic union,TRUE,1
4539,6.5,0,21,2.High school,5.64516129,0.307692308,Married,TRUE,0
4539,10,0,26,3.Some college,13.19354839,0.211538462,Married,TRUE,1
4541,13.5,2,24,2.High school,NA,0.057692308,Cohabiting,FALSE,0
4541,9,2,28,2.High school,NA,0.076923077,No romantic union,TRUE,1
4548,10,0,20,2.High school,6.612903226,0.365384615,Cohabiting,TRUE,0
4548,7.28,0,25,2.High school,14.77419355,4,Cohabiting,FALSE,1
4549,15.88,0,22,2.High school,12.96774194,0.942307692,Cohabiting,TRUE,0
4549,22,1,27,2.High school,20.51612903,1.480769231,Married,TRUE,1
4557,3,0,20,2.High school,5.387096774,0.134615385,No romantic union,TRUE,0
4558,11.33,0,22,2.High school,5,1.115384615,No romantic union,TRUE,0
4558,10.9,1,26,2.High school,12.35483871,3.730769231,Cohabiting,TRUE,1
4559,10,0,23,2.High school,6.64516129,2.096153846,No romantic union,FALSE,0
4560,7.05,1,21,2.High school,7.258064516,1.038461538,No romantic union,TRUE,0
4560,8,2,26,2.High school,NA,0.442307692,No romantic union,FALSE,1
4575,8,0,21,1.Less than HS,10.93548387,1,Cohabiting,TRUE,0
4575,18.39,1,26,1.Less than HS,17.29032258,1.826923077,Cohabiting,TRUE,1
4578,8.75,0,23,2.High school,8.64516129,0.423076923,Married,TRUE,0
4583,10.5,1,22,3.Some college,8.35483871,0.25,Married,FALSE,0
4583,9,2,26,4.College,12.90322581,0.403846154,Married,FALSE,1
4584,10,0,22,4.College,3,0.365384615,No romantic union,FALSE,0
4588,8.14,0,24,2.High school,13.51612903,2.384615385,Married,TRUE,0
4588,12.79,2,29,2.High school,19.77419355,3.057692308,Married,TRUE,1
4593,6.5,1,20,2.High school,1.741935484,0.442307692,Cohabiting,FALSE,0
4593,8.9,2,26,2.High school,6.064516129,1.576923077,Married,TRUE,1
4597,12.32,0,22,2.High school,9,1.423076923,No romantic union,TRUE,0
4597,7.5,0,27,2.High school,15.35483871,0.576923077,No romantic union,FALSE,1
4599,2.78,1,21,2.High school,9.032258065,0.403846154,Married,FALSE,0
4599,20.75,3,26,2.High school,16.96774194,6.288461538,Married,FALSE,1
4601,16.15,0,24,4.College,9.064516129,1.557692308,Married,TRUE,0
4601,34,2,29,4.College,16.70967742,6.115384615,Married,TRUE,1
4603,20,0,21,2.High school,6.290322581,0.25,Cohabiting,FALSE,0
4603,22,0,26,2.High school,14.58064516,5.192307692,Cohabiting,TRUE,1
4607,8,0,20,2.High school,6.451612903,1.365384615,No romantic union,FALSE,0
4607,13.65,0,25,2.High school,14.61290323,4.807692308,Cohabiting,FALSE,1
4608,10.75,1,26,2.High school,15.5483871,1.923076923,No romantic union,TRUE,1
4611,9.85,0,22,2.High school,7.580645161,1.057692308,No romantic union,TRUE,0
4612,7.25,0,20,2.High school,3.870967742,0.807692308,No romantic union,FALSE,0
4612,13.85,0,25,4.College,11.83870968,1.096153846,No romantic union,TRUE,1
4618,14,1,26,2.High school,16.61290323,2.25,No romantic union,TRUE,1
4626,8.81,0,22,2.High school,6.903225806,1.557692308,Cohabiting,TRUE,0
4626,10.25,0,27,2.High school,14.70967742,2.673076923,Cohabiting,TRUE,1
4630,8,0,20,2.High school,5.483870968,1.615384615,No romantic union,FALSE,0
4630,18.6,0,25,4.College,13.4516129,5.25,Married,FALSE,1
4634,5,1,22,2.High school,4.516129032,0.557692308,Married,FALSE,0
4634,12.02,2,27,2.High school,10.96774194,3.019230769,Married,FALSE,1
4635,7.16,0,21,2.High school,7.677419355,1.5,No romantic union,FALSE,0
4635,10,0,25,2.High school,15.87096774,2.557692308,Cohabiting,TRUE,1
4656,18.08,1,24,2.High school,10.67741935,2.192307692,Cohabiting,TRUE,0
4656,19.03,2,29,2.High school,18.77419355,7.019230769,Married,TRUE,1
4657,7.16,1,22,2.High school,3.548387097,0.076923077,No romantic union,TRUE,0
4664,8,0,20,2.High school,2.322580645,1.384615385,Cohabiting,FALSE,0
4664,18,1,24,2.High school,10.16129032,6.057692308,Cohabiting,FALSE,1
4672,15,0,28,2.High school,14.38709677,0.942307692,Married,FALSE,1
4674,8,0,22,2.High school,5.225806452,2.230769231,No romantic union,FALSE,0
4674,10.5,0,26,2.High school,11.35483871,1.711538462,No romantic union,TRUE,1
4683,8.5,1,23,2.High school,3.290322581,0.019230769,No romantic union,FALSE,0
4683,12,2,27,2.High school,11.19354839,4.730769231,Cohabiting,TRUE,1
4686,10.5,0,22,4.College,NA,0.269230769,No romantic union,FALSE,0
4686,21.8,0,27,4.College,NA,3.673076923,No romantic union,TRUE,1
4687,15,0,19,2.High school,6.548387097,0.038461538,No romantic union,FALSE,0
4687,12.65,2,24,2.High school,13.96774194,4.134615385,Married,TRUE,1
4688,34.29,0,24,4.College,10.09677419,0.596153846,Cohabiting,TRUE,0
4688,43,1,29,4.College,18.51612903,5.615384615,Cohabiting,TRUE,1
4694,10,0,25,2.High school,6.161290323,0.75,No romantic union,FALSE,1
4695,9.68,2,24,2.High school,5.548387097,0.153846154,Cohabiting,FALSE,0
4695,15,3,29,2.High school,13.09677419,4.326923077,Cohabiting,FALSE,1
4719,12,0,24,4.College,7.290322581,1.711538462,No romantic union,TRUE,0
4719,30.34,0,29,4.College,14.35483871,2.211538462,Cohabiting,TRUE,1
4720,13.95,1,21,2.High school,10.74193548,2.076923077,No romantic union,TRUE,0
4720,21.74,2,26,2.High school,19.16129032,3.980769231,Married,TRUE,1
4728,11.02,0,22,2.High school,8.580645161,2.211538462,No romantic union,TRUE,0
4728,13,0,27,2.High school,16.61290323,3.634615385,No romantic union,TRUE,1
4755,5.25,0,24,2.High school,11.61290323,0.076923077,No romantic union,TRUE,0
4755,8.75,0,29,2.High school,17.5483871,2.557692308,No romantic union,FALSE,1
4777,9.7,3,24,2.High school,11.03225806,0.538461538,Married,TRUE,0
4777,10,5,28,2.High school,17.25806452,0.153846154,Married,TRUE,1
4783,10.75,0,22,3.Some college,7.129032258,0.173076923,No romantic union,FALSE,0
4783,18,0,26,3.Some college,14.96774194,0.403846154,Married,TRUE,1
4784,8.5,0,21,2.High school,8.709677419,4.346153846,Married,TRUE,0
4784,10,2,25,2.High school,15.83870968,1.442307692,Married,TRUE,1
4785,11.84,0,24,2.High school,12.74193548,0.576923077,Married,TRUE,0
4785,15.2,1,29,2.High school,20.51612903,3.711538462,Married,TRUE,1
4796,7.5,0,23,3.Some college,6.35483871,2.403846154,No romantic union,FALSE,0
4796,13,0,28,3.Some college,14.12903226,0.230769231,No romantic union,TRUE,1
4797,11,0,20,2.High school,4.903225806,0.653846154,No romantic union,TRUE,0
4797,12.25,0,25,2.High school,13,0.115384615,No romantic union,TRUE,1
4804,13.41,0,23,3.Some college,10.77419355,0.346153846,No romantic union,TRUE,0
4804,19.82,0,28,4.College,18.90322581,5.192307692,Cohabiting,TRUE,1
4812,5.25,0,21,2.High school,8.387096774,0.346153846,No romantic union,FALSE,0
4812,14.32,0,25,4.College,16.12903226,1.346153846,No romantic union,TRUE,1
4815,12.75,0,21,2.High school,10,1.980769231,Cohabiting,FALSE,0
4815,20.83,0,25,4.College,NA,2.096153846,Married,FALSE,1
4821,7.75,0,21,2.High school,6.967741935,1.403846154,No romantic union,FALSE,0
4828,29.33,0,28,4.College,13.09677419,2.788461538,Cohabiting,TRUE,1
4834,9.85,0,24,1.Less than HS,9.870967742,1.153846154,Cohabiting,TRUE,0
4834,10,0,29,2.High school,16.90322581,2.230769231,No romantic union,FALSE,1
4838,10,0,22,2.High school,9.903225806,0.192307692,No romantic union,FALSE,0
4838,43.27,0,27,4.College,15.70967742,1,Married,TRUE,1
4850,10.3,0,24,2.High school,14.87096774,4.115384615,Married,TRUE,0
4850,12.7,0,29,2.High school,22.48387097,4.115384615,Married,TRUE,1
4859,7.5,0,24,2.High school,8.322580645,2.096153846,Cohabiting,FALSE,0
4862,9.12,1,23,2.High school,4.709677419,0.230769231,Married,FALSE,0
4862,12.75,3,28,2.High school,12.19354839,3.384615385,Married,TRUE,1
4873,7.65,1,22,3.Some college,NA,2.788461538,Married,FALSE,0
4873,13.5,3,27,3.Some college,NA,5.576923077,Married,FALSE,1
4877,6.5,0,20,2.High school,1.709677419,0.480769231,No romantic union,FALSE,0
4877,9.5,0,25,2.High school,9.806451613,5.307692308,Cohabiting,FALSE,1
4881,6.5,0,21,2.High school,5.64516129,1.865384615,Cohabiting,FALSE,0
4881,7.25,0,26,4.College,13.51612903,2.096153846,Cohabiting,TRUE,1
4898,9.25,0,23,2.High school,10,4.769230769,Cohabiting,TRUE,0
4898,10,0,27,2.High school,18,3.134615385,Married,FALSE,1
4899,7.5,0,22,4.College,6.612903226,0.230769231,No romantic union,TRUE,0
4899,20,0,26,4.College,14.74193548,4.153846154,No romantic union,TRUE,1
4903,8.25,1,26,3.Some college,6.903225806,1.5,Cohabiting,TRUE,1
4904,10,0,23,2.High school,NA,0.519230769,No romantic union,TRUE,0
4904,15,0,28,2.High school,NA,1.846153846,Cohabiting,TRUE,1
4905,5,0,21,2.High school,3.903225806,0.134615385,No romantic union,FALSE,0
4905,7.5,0,26,2.High school,8.483870968,0.365384615,No romantic union,FALSE,1
4917,7.75,2,23,2.High school,6.516129032,1.269230769,Married,TRUE,0
4917,14.42,2,28,2.High school,13.77419355,0.653846154,Married,TRUE,1
4926,8.5,0,24,4.College,4.419354839,0.134615385,No romantic union,FALSE,0
4926,14.29,0,28,4.College,12.16129032,1.75,No romantic union,TRUE,1
4935,15,0,19,2.High school,5.322580645,1.480769231,No romantic union,FALSE,0
4938,7.1,0,21,2.High school,4.387096774,0.5,No romantic union,TRUE,0
4938,12,0,26,2.High school,9.774193548,0.576923077,Cohabiting,TRUE,1
4955,11.5,1,23,2.High school,9.516129032,1.653846154,Cohabiting,TRUE,0
4955,13,1,28,2.High school,17.5483871,6.442307692,Married,TRUE,1
4962,7.78,0,20,2.High school,2.387096774,1.269230769,No romantic union,TRUE,0
4962,8.33,0,25,2.High school,9.806451613,0.519230769,Cohabiting,TRUE,1
4966,10.55,1,20,2.High school,6.935483871,0.692307692,Cohabiting,TRUE,0
4969,11.62,2,21,2.High school,9.483870968,0.519230769,No romantic union,TRUE,0
4969,14.17,3,26,2.High school,17.16129032,5.096153846,Cohabiting,TRUE,1
4973,11.7,0,24,2.High school,10.83870968,4.326923077,No romantic union,TRUE,0
4973,14.3,0,29,2.High school,18.90322581,9.134615385,Cohabiting,TRUE,1
4991,10,0,20,2.High school,5.677419355,1.423076923,No romantic union,FALSE,0
4991,16,0,25,4.College,13.25806452,0.403846154,Cohabiting,TRUE,1
4993,13.77,0,22,2.High school,8.935483871,1.230769231,Cohabiting,FALSE,0
4993,17,0,26,2.High school,17.12903226,4.307692308,Cohabiting,TRUE,1
4994,2.15,0,20,2.High school,4.193548387,0.346153846,No romantic union,FALSE,0
4998,12,1,22,2.High school,8.709677419,1.134615385,Cohabiting,TRUE,0
4998,14.4,2,27,2.High school,16.35483871,5.692307692,No romantic union,TRUE,1
4999,10.19,1,21,NA,5.935483871,0.826923077,Cohabiting,TRUE,0
4999,14.6,2,26,NA,13.87096774,5.557692308,No romantic union,TRUE,1
5007,7,0,20,2.High school,7.548387097,0.538461538,No romantic union,TRUE,0
5007,12.5,0,24,2.High school,14.16129032,2.5,No romantic union,TRUE,1
5016,8.5,0,23,2.High school,10.32258065,4.884615385,No romantic union,FALSE,0
5016,8.25,0,28,3.Some college,15.29032258,0.461538462,Married,TRUE,1
5017,10,0,22,4.College,7.096774194,1.480769231,No romantic union,FALSE,0
5017,11.67,0,27,4.College,15.4516129,1.192307692,No romantic union,TRUE,1
5022,6.75,0,21,2.High school,4.419354839,0.115384615,Cohabiting,TRUE,0
5022,8.5,0,25,2.High school,9.483870968,0.173076923,Cohabiting,FALSE,1
5025,6.75,0,21,2.High school,4,0.230769231,No romantic union,FALSE,0
5025,11.25,0,25,2.High school,11.93548387,3.365384615,No romantic union,TRUE,1
5027,6.5,1,24,2.High school,14.58064516,0.769230769,No romantic union,TRUE,0
5027,15.9,2,29,2.High school,21.67741935,3.788461538,Married,TRUE,1
5032,11.03,0,24,2.High school,11.74193548,1.346153846,Married,TRUE,0
5032,12.49,2,29,2.High school,20.03225806,6.288461538,No romantic union,TRUE,1
5035,25,0,29,2.High school,21.74193548,1.769230769,No romantic union,FALSE,1
5039,7,2,22,1.Less than HS,4,0.019230769,No romantic union,FALSE,0
5039,8,3,26,2.High school,4.709677419,0.134615385,No romantic union,FALSE,1
5043,3.4,0,20,2.High school,6.612903226,0.461538462,No romantic union,FALSE,0
5046,8.1,0,24,2.High school,17.19354839,4.673076923,No romantic union,TRUE,0
5049,5.25,2,26,2.High school,6.64516129,1.576923077,Cohabiting,FALSE,1
5054,13.5,0,24,4.College,12.80645161,0.75,Cohabiting,FALSE,0
5054,14.1,0,29,4.College,21.09677419,2.288461538,Cohabiting,TRUE,1
5060,9,0,23,2.High school,11.58064516,2.903846154,No romantic union,FALSE,0
5060,23.98,0,28,3.Some college,20,3.076923077,Married,TRUE,1
5068,13.43,0,22,2.High school,10.12903226,2.288461538,Cohabiting,TRUE,0
5068,17.59,1,26,2.High school,18.32258065,7.173076923,No romantic union,TRUE,1
5069,4,0,20,2.High school,NA,2.730769231,No romantic union,FALSE,0
5072,3.09,0,22,1.Less than HS,7.580645161,0.038461538,Married,FALSE,0
5072,4.85,1,27,1.Less than HS,14.61290323,2.865384615,Married,FALSE,1
5095,7.74,0,25,4.College,8.290322581,2.961538462,No romantic union,FALSE,1
5097,6,0,21,2.High school,NA,0.173076923,Married,FALSE,0
5098,16.08,0,21,3.Some college,NA,NA,No romantic union,TRUE,0
5098,20.13,1,26,3.Some college,NA,NA,Married,TRUE,1
5113,5.5,1,20,2.High school,1.64516129,0.153846154,No romantic union,FALSE,0
5113,2.78,2,25,2.High school,4.967741935,1.038461538,Married,FALSE,1
5115,6.2,0,23,2.High school,8.64516129,1.865384615,Cohabiting,FALSE,0
5126,8,0,20,2.High school,1.451612903,0.230769231,No romantic union,TRUE,0
5126,10.5,0,25,2.High school,5.322580645,1.038461538,Cohabiting,TRUE,1
5131,7,0,21,3.Some college,7,0.403846154,No romantic union,FALSE,0
