PUBID,wage,numChildren,age,educ,experience,tenure,marstat,fullTime,y2009
1411,27.88,1,29,4.College,17.06451613,4.019230769,Married,TRUE,1
1416,6.5,1,22,2.High school,3.064516129,0.442307692,No romantic union,TRUE,0
1416,7.55,1,27,2.High school,9.483870968,3.826923077,No romantic union,FALSE,1
1420,9.62,1,22,2.High school,8.451612903,3.442307692,No romantic union,TRUE,0
1420,10.25,1,27,2.High school,16.70967742,8.365384615,Cohabiting,TRUE,1
1433,11.81,0,20,2.High school,3.387096774,0.634615385,No romantic union,TRUE,0
1433,22,0,25,2.High school,10.32258065,1.711538462,No romantic union,TRUE,1
1442,12,0,23,4.College,3.677419355,0.269230769,Cohabiting,FALSE,0
1442,12,0,28,4.College,8.064516129,0.346153846,No romantic union,TRUE,1
1445,2.38,0,22,2.High school,15,0.980769231,No romantic union,FALSE,0
1445,17.52,0,27,3.Some college,22.16129032,2.846153846,Married,TRUE,1
1448,22,0,22,2.High school,5.290322581,0.403846154,No romantic union,TRUE,0
1459,7.5,0,20,2.High school,4.483870968,0.230769231,No romantic union,FALSE,0
1459,12.22,0,24,4.College,5.580645161,0.403846154,No romantic union,TRUE,1
1462,9,0,20,2.High school,1.806451613,0.25,No romantic union,TRUE,0
1462,12.13,0,25,4.College,7.967741935,1.461538462,Cohabiting,TRUE,1
1470,8.83,0,22,2.High school,8.322580645,0.75,Cohabiting,FALSE,0
1479,9,0,24,4.College,10.16129032,1.288461538,No romantic union,TRUE,0
1489,10.2,0,22,2.High school,9.548387097,0.980769231,Cohabiting,FALSE,0
1489,9.25,1,26,2.High school,14.41935484,1.634615385,Married,TRUE,1
1494,14.02,0,24,2.High school,8.903225806,1.134615385,No romantic union,TRUE,0
1494,16.15,0,28,2.High school,12.41935484,1.980769231,No romantic union,TRUE,1
1499,15,0,24,4.College,11.61290323,1.480769231,No romantic union,TRUE,0
1499,12.79,0,29,4.College,19.90322581,0.538461538,Cohabiting,TRUE,1
1502,9,2,20,2.High school,2.806451613,0.096153846,No romantic union,TRUE,0
1502,9.85,2,25,2.High school,9.161290323,1.980769231,No romantic union,TRUE,1
1504,8,0,21,2.High school,6.483870968,1.038461538,No romantic union,FALSE,0
1504,10,0,25,4.College,13.03225806,0.057692308,No romantic union,FALSE,1
1509,11.55,2,22,NA,4.870967742,2.057692308,No romantic union,TRUE,0
1509,12,2,27,2.High school,10.12903226,0.846153846,No romantic union,TRUE,1
1511,2.13,2,22,1.Less than HS,9.419354839,2.615384615,No romantic union,FALSE,0
1511,10,3,27,2.High school,17,0.211538462,No romantic union,TRUE,1
1517,9,0,21,2.High school,7.032258065,1.769230769,No romantic union,FALSE,0
1517,14,0,26,2.High school,15.29032258,6.692307692,Cohabiting,FALSE,1
1527,8,0,20,1.Less than HS,2.096774194,0.423076923,No romantic union,FALSE,0
1527,11,0,25,1.Less than HS,4.903225806,0.365384615,No romantic union,FALSE,1
1531,11.5,0,21,2.High school,0.419354839,0.25,No romantic union,FALSE,0
1531,16.25,0,26,4.College,8.129032258,3.692307692,Cohabiting,TRUE,1
1533,11.5,0,22,4.College,6.129032258,0.25,No romantic union,TRUE,0
1533,13.5,0,27,4.College,14.32258065,0.980769231,Married,FALSE,1
1537,2.13,1,21,1.Less than HS,7.451612903,1.576923077,Married,FALSE,0
1537,8.5,1,26,2.High school,12.77419355,1.192307692,Married,TRUE,1
1540,5.15,0,20,2.High school,1.870967742,0.134615385,No romantic union,FALSE,0
1540,7.25,0,25,2.High school,5.903225806,0.384615385,Cohabiting,FALSE,1
1551,15.5,0,24,2.High school,14.32258065,8.326923077,Married,FALSE,0
1551,28.85,0,29,4.College,22.51612903,2.25,Married,TRUE,1
1565,6.5,0,20,2.High school,2.225806452,0.192307692,No romantic union,FALSE,0
1565,13.01,0,24,4.College,7.290322581,1.326923077,No romantic union,TRUE,1
1566,6.35,1,27,2.High school,8.258064516,0.615384615,No romantic union,FALSE,1
1571,7.5,0,22,2.High school,10.09677419,4.75,No romantic union,FALSE,0
1571,12,1,26,2.High school,17.93548387,9.423076923,Married,TRUE,1
1574,6,0,21,2.High school,7.64516129,0.730769231,No romantic union,FALSE,0
1574,15.87,1,26,4.College,14.29032258,2.038461538,Married,TRUE,1
1576,12.8,2,24,2.High school,12.22580645,3.115384615,Married,TRUE,0
1582,5.15,2,24,2.High school,6.096774194,0.461538462,Married,FALSE,0
1582,8.15,2,30,2.High school,11.70967742,1.115384615,Married,TRUE,1
1584,2.25,2,22,2.High school,7.774193548,0.788461538,No romantic union,TRUE,0
1584,12.09,2,27,2.High school,11.19354839,0.326923077,No romantic union,TRUE,1
1587,11,0,22,2.High school,8.806451613,0.346153846,Cohabiting,TRUE,0
1587,13,1,27,2.High school,15.83870968,2.596153846,No romantic union,TRUE,1
1590,6,0,21,2.High school,9.129032258,2.423076923,No romantic union,FALSE,0
1590,17,0,26,4.College,17.22580645,2.173076923,Married,TRUE,1
1599,11.25,2,23,1.Less than HS,8.741935484,1.519230769,No romantic union,TRUE,0
1599,14,2,28,2.High school,16.87096774,6.365384615,No romantic union,TRUE,1
1629,7.3,0,22,2.High school,4.935483871,0.269230769,No romantic union,FALSE,0
1641,15.43,1,21,2.High school,8.612903226,3,Cohabiting,TRUE,0
1641,19.13,1,26,2.High school,16.87096774,7.923076923,Married,TRUE,1
1642,6.25,0,21,2.High school,2.870967742,0.423076923,No romantic union,FALSE,0
1642,24.23,0,26,4.College,10,4.884615385,No romantic union,TRUE,1
1647,10,0,21,2.High school,8.967741935,5.096153846,No romantic union,FALSE,0
1647,8.14,0,26,4.College,10.38709677,0.346153846,Married,TRUE,1
1663,6.25,2,25,1.Less than HS,9.096774194,0.615384615,Cohabiting,FALSE,1
1669,2.15,0,23,4.College,7,2.596153846,No romantic union,TRUE,0
1669,18.42,0,28,4.College,14.19354839,1.980769231,Cohabiting,TRUE,1
1671,6.5,0,22,2.High school,5.612903226,0.230769231,No romantic union,FALSE,0
1671,10.5,0,27,4.College,10.83870968,0.153846154,No romantic union,FALSE,1
1672,24,0,25,4.College,8.225806452,0.288461538,Married,TRUE,1
1673,10,0,22,2.High school,9.580645161,1.480769231,Cohabiting,FALSE,0
1673,9.9,1,26,3.Some college,17.38709677,1.846153846,No romantic union,TRUE,1
1680,8,0,22,4.College,5.903225806,0.192307692,No romantic union,TRUE,0
1680,17.31,0,27,4.College,12.48387097,1.307692308,No romantic union,TRUE,1
1686,11,0,22,4.College,9.129032258,0.269230769,No romantic union,TRUE,0
1686,7,1,27,NA,16.22580645,2.423076923,Married,FALSE,1
1690,9,1,21,1.Less than HS,5.35483871,2.980769231,No romantic union,TRUE,0
1690,9.21,3,25,1.Less than HS,9.161290323,5,No romantic union,TRUE,1
1698,9.38,0,24,4.College,3.967741935,0.230769231,No romantic union,TRUE,0
1706,7.5,1,20,1.Less than HS,NA,0.5,Married,TRUE,0
1706,10,3,24,1.Less than HS,NA,0.384615385,Married,TRUE,1
1713,6,0,19,2.High school,5.193548387,0.5,No romantic union,FALSE,0
1713,10.5,0,24,4.College,13.4516129,0.326923077,No romantic union,FALSE,1
1718,10.15,1,23,2.High school,7.35483871,3.442307692,Married,TRUE,0
1718,14.52,2,28,2.High school,15.38709677,1.365384615,Married,TRUE,1
1733,12.5,2,23,2.High school,12.03225806,0.365384615,Cohabiting,TRUE,0
1733,10,0,27,2.High school,18.61290323,0.461538462,Cohabiting,TRUE,1
1745,6,0,20,2.High school,3.290322581,0.096153846,Cohabiting,TRUE,0
1745,10,0,25,3.Some college,NA,0.115384615,Married,TRUE,1
1747,7,2,22,1.Less than HS,1.548387097,0.519230769,Cohabiting,FALSE,0
1747,9.15,2,27,1.Less than HS,8.548387097,2.173076923,No romantic union,FALSE,1
1749,13.17,0,22,2.High school,8.387096774,2.153846154,Cohabiting,TRUE,0
1749,25,0,27,2.High school,16.83870968,2.480769231,Cohabiting,TRUE,1
1752,7.2,0,21,2.High school,4.580645161,1.5,No romantic union,FALSE,0
1752,30.77,0,26,4.College,11.61290323,1.826923077,No romantic union,TRUE,1
1754,9.75,0,23,2.High school,9.967741935,0.192307692,Cohabiting,TRUE,0
1760,10.5,0,24,2.High school,6.129032258,1.730769231,Cohabiting,TRUE,0
1769,12.01,0,23,4.College,10.48387097,0.673076923,No romantic union,TRUE,0
1769,19.57,1,28,4.College,18.58064516,NA,Cohabiting,TRUE,1
1772,8.5,0,22,2.High school,8.612903226,1.826923077,No romantic union,TRUE,0
1772,10.26,0,27,4.College,16.64516129,1.980769231,Cohabiting,TRUE,1
1774,6.85,0,20,2.High school,5.483870968,2.980769231,No romantic union,FALSE,0
1774,8.66,0,25,3.Some college,13.5483871,3.326923077,No romantic union,TRUE,1
1776,10.6,0,24,2.High school,13.12903226,0.769230769,Married,TRUE,0
1782,17.44,2,24,3.Some college,11.25806452,4.711538462,Cohabiting,FALSE,0
1782,18.5,2,28,3.Some college,19.22580645,9.461538462,Married,TRUE,1
1783,5.15,0,23,2.High school,19.74193548,3.096153846,No romantic union,FALSE,0
1783,13,0,28,4.College,24.4516129,0.365384615,Married,TRUE,1
1786,9,3,28,2.High school,19.51612903,1.711538462,No romantic union,TRUE,1
1792,9.5,1,24,NA,6.516129032,0.884615385,No romantic union,TRUE,0
1793,9.75,1,21,2.High school,7.580645161,3.173076923,No romantic union,TRUE,0
1793,11.24,2,26,2.High school,15.35483871,0.538461538,Married,TRUE,1
1800,7,1,23,2.High school,8.419354839,0.653846154,Cohabiting,TRUE,0
1812,8.25,0,21,2.High school,4.870967742,2.557692308,No romantic union,FALSE,0
1812,15.34,0,26,4.College,NA,NA,Cohabiting,TRUE,1
1824,9.98,0,21,2.High school,7.387096774,4.403846154,No romantic union,TRUE,0
1824,13.95,1,26,4.College,15.70967742,2.173076923,Married,TRUE,1
1833,13,0,21,2.High school,8.064516129,2.769230769,No romantic union,FALSE,0
1833,30.53,0,26,2.High school,15.93548387,1.365384615,No romantic union,FALSE,1
1839,14.04,0,24,2.High school,11.93548387,2.673076923,Cohabiting,TRUE,0
1839,16.25,1,29,2.High school,20.16129032,2.865384615,Married,TRUE,1
1844,10.25,0,21,2.High school,7.129032258,0.076923077,No romantic union,FALSE,0
1844,18.72,1,26,4.College,15.19354839,2.5,No romantic union,TRUE,1
1858,12,0,23,2.High school,0.516129032,0.307692308,No romantic union,FALSE,0
1858,46.7,0,28,4.College,8.322580645,3.403846154,Cohabiting,TRUE,1
1862,9,0,20,2.High school,7.516129032,0.923076923,No romantic union,FALSE,0
1862,15,0,25,4.College,15.70967742,2.384615385,Married,FALSE,1
1865,8.25,1,23,2.High school,15.93548387,3.519230769,Cohabiting,FALSE,0
1865,13.86,1,28,2.High school,23.38709677,1.903846154,No romantic union,TRUE,1
1874,10.85,0,22,2.High school,NA,0.980769231,Cohabiting,TRUE,0
1874,32.5,1,27,3.Some college,NA,3.307692308,Married,FALSE,1
1876,14.2,0,23,2.High school,10.93548387,6.519230769,Cohabiting,TRUE,0
1876,15,0,28,2.High school,19.58064516,2.442307692,Cohabiting,TRUE,1
1880,2.96,0,27,4.College,18.38709677,1.076923077,Married,TRUE,1
1884,43,1,24,4.College,10.48387097,0.519230769,Married,FALSE,0
1884,54,2,29,4.College,18.48387097,2.769230769,Cohabiting,FALSE,1
1893,9,0,22,2.High school,13.4516129,0.173076923,No romantic union,FALSE,0
1893,12.51,0,27,4.College,21.38709677,2.942307692,Married,TRUE,1
1894,13.55,0,24,2.High school,11.06451613,2.211538462,Cohabiting,TRUE,0
1899,5.15,0,22,3.Some college,8.870967742,0.346153846,Cohabiting,TRUE,0
1899,14.12,0,27,3.Some college,17,5.192307692,No romantic union,TRUE,1
1901,15.4,1,24,2.High school,9.741935484,0.480769231,Married,TRUE,0
1923,26.67,0,27,3.Some college,NA,NA,No romantic union,FALSE,1
1932,11.5,0,23,4.College,7.129032258,0.519230769,Cohabiting,TRUE,0
1932,20,0,28,4.College,14.90322581,5.153846154,Married,TRUE,1
1934,14.7,0,23,2.High school,12.06451613,4.442307692,No romantic union,TRUE,0
1934,21.92,0,28,2.High school,20.25806452,9.326923077,Cohabiting,TRUE,1
1950,10,3,22,2.High school,6.064516129,1.846153846,Cohabiting,TRUE,0
1950,13.96,2,27,2.High school,13.93548387,6.538461538,No romantic union,TRUE,1
1972,9,0,21,2.High school,5.935483871,0.115384615,Married,FALSE,0
1972,18,1,26,3.Some college,13.80645161,2.942307692,Married,FALSE,1
1977,10,0,23,2.High school,8.612903226,0.384615385,Cohabiting,TRUE,0
1978,12,1,22,1.Less than HS,6.967741935,1.038461538,Cohabiting,TRUE,0
1978,13.75,2,27,1.Less than HS,13.90322581,5.173076923,No romantic union,TRUE,1
1980,11.75,0,29,1.Less than HS,15.25806452,1.692307692,Married,TRUE,1
1998,14,0,25,4.College,16.83870968,2.75,No romantic union,TRUE,1
2001,8.75,2,22,1.Less than HS,7.35483871,0.634615385,Cohabiting,TRUE,0
2001,10.5,2,27,2.High school,12.70967742,0.096153846,Married,FALSE,1
2004,11.75,2,23,2.High school,9.580645161,3.134615385,Cohabiting,TRUE,0
2004,16.03,2,28,2.High school,17.70967742,7.980769231,Married,TRUE,1
2011,12.25,1,25,2.High school,9.096774194,2.096153846,Married,TRUE,0
2011,21,1,30,2.High school,17.48387097,3.788461538,No romantic union,TRUE,1
2016,10.05,2,23,2.High school,NA,0.519230769,No romantic union,TRUE,0
2016,14,3,28,2.High school,NA,0.134615385,Cohabiting,TRUE,1
2020,8.5,2,22,2.High school,5.290322581,0.211538462,No romantic union,TRUE,0
2022,22.74,0,29,2.High school,13.19354839,1.75,No romantic union,TRUE,1
2025,12.5,0,20,2.High school,5.741935484,1.519230769,Cohabiting,TRUE,0
2025,12.12,1,25,2.High school,12.32258065,0.865384615,No romantic union,TRUE,1
2031,8.25,1,24,1.Less than HS,NA,3.519230769,No romantic union,TRUE,0
2031,8,3,29,1.Less than HS,NA,0.019230769,Cohabiting,FALSE,1
2036,8.5,1,25,2.High school,3.612903226,0.211538462,No romantic union,TRUE,1
2038,13.03,2,22,2.High school,10.80645161,1.653846154,No romantic union,TRUE,0
2038,15.75,2,27,2.High school,18.80645161,2.634615385,No romantic union,TRUE,1
2039,7,0,20,2.High school,4.64516129,0.153846154,No romantic union,TRUE,0
2039,11,1,25,3.Some college,11.67741935,1.019230769,Cohabiting,TRUE,1
2040,11.54,0,24,4.College,12.93548387,0.865384615,No romantic union,TRUE,0
2056,2.38,0,20,2.High school,2.322580645,0.903846154,No romantic union,FALSE,0
2056,15.38,0,25,4.College,10.06451613,2.884615385,No romantic union,TRUE,1
2069,6,0,20,2.High school,3.483870968,0.653846154,No romantic union,FALSE,0
2069,15,0,25,4.College,10.48387097,0.865384615,No romantic union,TRUE,1
2075,6.4,0,22,2.High school,8.935483871,0.096153846,No romantic union,TRUE,0
2078,5.25,0,21,2.High school,6.032258065,2.096153846,No romantic union,FALSE,0
2083,16.11,0,28,4.College,10.16129032,2.365384615,No romantic union,TRUE,1
2090,4.43,0,21,2.High school,3.225806452,0.326923077,No romantic union,TRUE,0
2090,22.73,0,26,4.College,8.451612903,0.192307692,No romantic union,TRUE,1
2091,6.2,0,23,4.College,10.93548387,0.211538462,No romantic union,FALSE,0
2091,9.62,0,28,4.College,15.35483871,1.673076923,No romantic union,TRUE,1
2097,9,3,29,2.High school,5.258064516,0.384615385,No romantic union,TRUE,1
2098,7.5,3,28,2.High school,8.967741935,0.076923077,No romantic union,FALSE,1
2104,5.35,0,20,2.High school,4.64516129,0.903846154,No romantic union,TRUE,0
2104,9,0,24,2.High school,10.19354839,2.442307692,Cohabiting,FALSE,1
2105,8.4,1,23,3.Some college,10.12903226,1.307692308,No romantic union,TRUE,0
2105,7.75,2,28,3.Some college,15.70967742,0.25,No romantic union,TRUE,1
2106,8.5,1,23,2.High school,11.51612903,0.538461538,No romantic union,TRUE,0
2106,23.26,1,28,4.College,19.61290323,1.192307692,No romantic union,TRUE,1
2107,10,0,22,NA,10.25806452,0.846153846,No romantic union,FALSE,0
2107,14.34,1,27,4.College,16.90322581,3.538461538,Married,TRUE,1
2112,9,0,22,4.College,4.548387097,0.134615385,Cohabiting,TRUE,0
2112,16,0,27,4.College,12.06451613,0.115384615,Married,FALSE,1
2142,10,0,21,2.High school,12.29032258,1.076923077,No romantic union,FALSE,0
2142,10,1,26,2.High school,20.51612903,8.807692308,Married,FALSE,1
2143,9.25,0,20,2.High school,7.387096774,0.384615385,Married,TRUE,0
2146,8,0,22,2.High school,5,0.25,Cohabiting,FALSE,0
2153,8,2,22,2.High school,3.35483871,0.557692308,Married,TRUE,0
2153,11.94,3,27,2.High school,11.35483871,1.269230769,Married,TRUE,1
2157,8.4,2,23,2.High school,5.580645161,2.230769231,Married,FALSE,0
2157,9,3,27,2.High school,11.03225806,0.019230769,No romantic union,FALSE,1
2163,5.77,0,24,4.College,10.64516129,1.326923077,No romantic union,TRUE,0
2163,22.22,0,29,4.College,17.93548387,1.596153846,Married,TRUE,1
2174,12.02,1,24,2.High school,8.709677419,0.442307692,No romantic union,TRUE,0
2174,9,1,28,2.High school,15.32258065,2.403846154,Married,FALSE,1
2192,10.36,0,21,2.High school,4.129032258,1.326923077,No romantic union,TRUE,0
2223,9.37,0,22,2.High school,10.09677419,5.615384615,Cohabiting,TRUE,0
2223,14.5,0,27,2.High school,18.4516129,1.653846154,No romantic union,TRUE,1
2236,11,0,24,4.College,9.096774194,1.365384615,No romantic union,FALSE,0
2236,41,0,28,4.College,16.96774194,3.346153846,Married,FALSE,1
2244,3.5,0,22,1.Less than HS,10,0.538461538,No romantic union,TRUE,0
2245,20,0,20,2.High school,7.838709677,1.5,No romantic union,FALSE,0
2245,12.16,0,25,4.College,15.80645161,2.384615385,No romantic union,TRUE,1
2258,7.25,0,20,2.High school,4.806451613,2.865384615,No romantic union,FALSE,0
2258,18.27,0,25,4.College,12.51612903,2.307692308,Cohabiting,TRUE,1
2265,9.55,1,22,2.High school,9.677419355,0.519230769,Cohabiting,FALSE,0
2265,12.3,1,27,2.High school,17.77419355,5.346153846,Married,FALSE,1
2271,11.97,0,23,4.College,6.774193548,0.5,No romantic union,TRUE,0
2271,19.23,0,28,4.College,14.61290323,2.326923077,Married,TRUE,1
2283,8.5,0,22,1.Less than HS,7.64516129,3.211538462,Cohabiting,TRUE,0
2283,10,1,27,1.Less than HS,14.12903226,6.788461538,No romantic union,TRUE,1
2287,12.35,2,29,2.High school,19.41935484,6.788461538,Married,TRUE,1
2293,8,0,24,2.High school,6.322580645,0.403846154,No romantic union,TRUE,0
2298,8.49,0,20,2.High school,5.677419355,0.134615385,No romantic union,FALSE,0
2298,8,0,25,2.High school,12.25806452,4.115384615,Married,FALSE,1
2304,12.5,0,24,4.College,11.5483871,0.25,No romantic union,TRUE,0
2304,24.48,1,29,4.College,18.25806452,2.480769231,Married,TRUE,1
2311,11,0,25,2.High school,11.96774194,2.923076923,No romantic union,TRUE,1
2317,10.2,1,20,1.Less than HS,7,0.942307692,Cohabiting,FALSE,0
2317,12.5,2,25,2.High school,14.38709677,0.173076923,No romantic union,TRUE,1
2318,16,0,29,2.High school,26.29032258,4.288461538,No romantic union,TRUE,1
2323,5.5,2,23,1.Less than HS,5.677419355,0.019230769,No romantic union,FALSE,0
2323,12,2,28,1.Less than HS,11.70967742,4.538461538,No romantic union,FALSE,1
2334,4,0,28,4.College,20.58064516,8.230769231,Married,FALSE,1
2336,10,0,22,2.High school,8.677419355,1.634615385,No romantic union,FALSE,0
2336,22.14,0,26,4.College,16.35483871,1.269230769,No romantic union,FALSE,1
2339,12,1,24,2.High school,14.74193548,8.557692308,Married,TRUE,0
2339,16.05,1,29,2.High school,22.74193548,13.32692308,Married,TRUE,1
2345,8,0,23,4.College,9.096774194,1.596153846,No romantic union,FALSE,0
2345,21.76,0,28,4.College,17.12903226,1.288461538,No romantic union,TRUE,1
2347,10,0,20,2.High school,8.64516129,0.596153846,No romantic union,FALSE,0
2347,24.04,0,25,4.College,16.74193548,1.673076923,Cohabiting,TRUE,1
2348,6.5,0,21,3.Some college,NA,0.980769231,No romantic union,FALSE,0
2348,18.16,0,26,4.College,NA,0.538461538,Cohabiting,TRUE,1
2366,12,1,22,2.High school,8.129032258,2.923076923,Cohabiting,TRUE,0
2366,17,1,27,2.High school,15.80645161,2.903846154,Married,TRUE,1
2368,8.27,0,22,2.High school,9.161290323,2.423076923,No romantic union,TRUE,0
2368,12.88,2,27,2.High school,16.03225806,3.019230769,Cohabiting,TRUE,1
2386,11.15,0,24,4.College,9.838709677,2.211538462,Cohabiting,FALSE,0
2386,18.38,0,29,4.College,18,2.923076923,Married,TRUE,1
2399,6,0,22,3.Some college,10.22580645,1.134615385,Cohabiting,FALSE,0
2399,4.6,0,27,3.Some college,17.77419355,1.076923077,No romantic union,FALSE,1
2401,8.5,0,22,2.High school,6.677419355,3.788461538,No romantic union,FALSE,0
2401,16.13,0,27,4.College,14.51612903,3.442307692,No romantic union,TRUE,1
2406,5.4,0,20,3.Some college,8.741935484,2.673076923,No romantic union,FALSE,0
2426,9.6,3,29,2.High school,19.12903226,2.096153846,Cohabiting,TRUE,1
2435,15,0,21,2.High school,12.41935484,0.211538462,Cohabiting,TRUE,0
2435,14,0,25,3.Some college,17.4516129,6.788461538,Married,TRUE,1
2438,8.15,2,21,1.Less than HS,NA,0.019230769,Cohabiting,TRUE,0
2440,7,0,24,2.High school,13,0.019230769,No romantic union,FALSE,0
2440,7.9,0,29,2.High school,20.80645161,1.653846154,No romantic union,TRUE,1
2444,17.79,1,25,2.High school,13.83870968,5.615384615,NA,TRUE,1
2446,7.63,1,20,2.High school,4.290322581,0.75,No romantic union,TRUE,0
2454,11,1,23,2.High school,11.48387097,0.230769231,Married,TRUE,0
2454,23,3,27,2.High school,18.4516129,2.019230769,Married,TRUE,1
2465,5.5,0,22,2.High school,9.161290323,0.846153846,No romantic union,FALSE,0
2465,17.14,0,27,4.College,17.12903226,4.134615385,No romantic union,TRUE,1
2473,7.75,0,22,2.High school,9.935483871,0.057692308,No romantic union,TRUE,0
2473,4.6,3,27,2.High school,15.67741935,1.807692308,Married,FALSE,1
2482,2.87,0,23,4.College,5.935483871,0.653846154,Cohabiting,TRUE,0
2482,6.88,0,28,4.College,14,0.923076923,No romantic union,TRUE,1
2491,7.08,1,20,2.High school,7.129032258,1.846153846,Cohabiting,TRUE,0
2491,8.25,2,25,2.High school,14.77419355,2.5,Married,FALSE,1
2501,5,0,21,2.High school,6.258064516,0.038461538,No romantic union,FALSE,0
2504,7.35,0,20,2.High school,4.161290323,0.5,Cohabiting,FALSE,0
2504,10,1,25,4.College,11.16129032,0.711538462,Married,FALSE,1
2505,10,0,22,2.High school,3.580645161,0.307692308,Cohabiting,TRUE,0
2505,8.85,0,27,2.High school,7.387096774,1.923076923,No romantic union,TRUE,1
2512,8,1,23,2.High school,10.80645161,0.5,No romantic union,FALSE,0
2512,7.35,1,28,2.High school,16.61290323,1.769230769,No romantic union,FALSE,1
2518,8,1,23,2.High school,11.67741935,5.365384615,Married,TRUE,0
2518,7.5,3,28,2.High school,18,6.038461538,Married,FALSE,1
2528,12,0,23,4.College,8.322580645,0.75,No romantic union,TRUE,0
2528,19.74,1,28,4.College,15.93548387,2.365384615,Cohabiting,TRUE,1
2531,9.25,0,22,2.High school,9.451612903,4.153846154,Cohabiting,TRUE,0
2531,10.6,2,27,2.High school,15.51612903,2.115384615,Cohabiting,TRUE,1
2532,0.19,0,24,2.High school,15.90322581,5.115384615,No romantic union,TRUE,0
2532,22.81,0,29,2.High school,23.77419355,9.807692308,Cohabiting,TRUE,1
2538,16.75,1,24,2.High school,13.93548387,5.596153846,Married,TRUE,0
2538,18,1,29,2.High school,15.03225806,6.25,Married,FALSE,1
2543,9.5,0,23,3.Some college,12.61290323,1.788461538,No romantic union,TRUE,0
2543,22.5,0,28,3.Some college,20.77419355,3.096153846,Married,TRUE,1
2544,3.13,1,21,2.High school,9.677419355,2.346153846,Cohabiting,TRUE,0
2544,2.83,2,26,2.High school,17.61290323,1.923076923,Married,FALSE,1
2550,8.2,0,26,2.High school,17.06451613,2.730769231,No romantic union,TRUE,1
2554,7,0,23,4.College,12.58064516,0.134615385,Married,FALSE,0
2554,12.5,2,28,4.College,19.93548387,3.076923077,Married,TRUE,1
2556,12.75,0,24,2.High school,11.4516129,3.673076923,Married,TRUE,0
2556,12.5,2,29,2.High school,18.87096774,4.038461538,Married,FALSE,1
2557,7,0,20,2.High school,3.387096774,0.307692308,No romantic union,FALSE,0
2557,9.02,0,25,4.College,10.16129032,3.788461538,No romantic union,TRUE,1
2559,12.5,2,21,2.High school,7.258064516,0.134615385,Married,FALSE,0
2559,3.5,3,26,2.High school,12.87096774,0.461538462,Cohabiting,FALSE,1
2561,11,0,24,2.High school,12.80645161,0.423076923,Cohabiting,TRUE,0
2561,16.5,1,29,2.High school,18.74193548,0.576923077,Married,FALSE,1
2565,5,0,23,2.High school,7.870967742,0.884615385,No romantic union,FALSE,0
2565,27.97,0,28,4.College,15.87096774,3.923076923,No romantic union,TRUE,1
2567,5.25,0,24,2.High school,13.06451613,1.480769231,Married,FALSE,0
2567,24.33,0,29,3.Some college,18.51612903,2.057692308,Married,TRUE,1
2571,8.96,0,20,2.High school,6.483870968,0.5,No romantic union,TRUE,0
2571,12.5,0,25,2.High school,14.74193548,0.461538462,Married,TRUE,1
2579,13.5,0,24,4.College,NA,NA,No romantic union,TRUE,0
2579,18.58,0,29,4.College,NA,3.346153846,No romantic union,TRUE,1
2583,12.5,0,22,2.High school,9.032258065,0.461538462,No romantic union,FALSE,0
2583,13.5,0,26,4.College,16.93548387,5.173076923,Cohabiting,TRUE,1
2586,10.95,1,20,2.High school,6.516129032,0.25,No romantic union,TRUE,0
2586,11.8,2,25,2.High school,11.74193548,1.365384615,Cohabiting,TRUE,1
2592,34.19,0,28,4.College,12.35483871,0.115384615,No romantic union,TRUE,1
2600,6.49,1,22,2.High school,3.677419355,1.115384615,No romantic union,TRUE,0
2600,10.05,2,27,2.High school,11.74193548,2.365384615,No romantic union,TRUE,1
2601,7.9,1,23,2.High school,11.16129032,0.019230769,Cohabiting,TRUE,0
2601,9.73,2,28,2.High school,17.93548387,2.826923077,Married,FALSE,1
2612,3.15,1,20,2.High school,4.580645161,0.288461538,No romantic union,FALSE,0
2612,9.75,2,25,2.High school,11.87096774,2.307692308,No romantic union,TRUE,1
2617,2.33,0,20,2.High school,6.225806452,1.634615385,No romantic union,FALSE,0
2617,16.67,0,25,4.College,14.48387097,1.865384615,Married,TRUE,1
2621,11,0,22,2.High school,11.4516129,2.019230769,No romantic union,FALSE,0
2621,10.5,0,26,4.College,18.48387097,0.057692308,Married,FALSE,1
2625,10.63,0,24,4.College,13.67741935,1.442307692,Married,FALSE,0
2632,0.7,0,26,2.High school,13.90322581,4.403846154,Cohabiting,FALSE,1
2634,9,0,24,2.High school,9.129032258,0.788461538,No romantic union,TRUE,0
2634,18,0,29,2.High school,17.41935484,3.403846154,Married,TRUE,1
2635,10,0,22,2.High school,20.06451613,3.403846154,No romantic union,FALSE,0
2635,16.11,0,26,4.College,25.32258065,0.807692308,Married,TRUE,1
2638,17.93,0,24,4.College,13.87096774,4.596153846,Cohabiting,TRUE,0
2638,22.46,2,28,4.College,21.90322581,9.384615385,Married,TRUE,1
2639,21,0,24,4.College,9.161290323,0.134615385,No romantic union,TRUE,0
2640,8,0,20,2.High school,4.741935484,1.153846154,No romantic union,FALSE,0
2640,16.5,0,25,4.College,11.77419355,1.692307692,Cohabiting,TRUE,1
2642,9.79,2,21,2.High school,5.677419355,1.519230769,Cohabiting,TRUE,0
2642,11.19,2,26,2.High school,13.74193548,1,Married,TRUE,1
2659,34,0,28,4.College,7.677419355,0.076923077,No romantic union,TRUE,1
